name,phone,latitude2,longitude2,addd
TABACO DON BIENVE,(787) 282-7782,18.3985,-66.0484,PUESTO 160 PLAZA DEL MERCADO RAFAEL HERNANDEZ
SUPERMERCADO J J,(787) 214-0351,18.3604,-66.5675,66 CALLE CEIBA
RAFY SERVICE STATION  INC.,(787) 733-6876,18.1728,-65.8583,CARR  198 KM  24.3 BO  FERMINA
LA SOMBRA BAR RESTAURANT,(787) 885-0268,18.2695,-65.6446,129 AVE  LAURO PINERO
HERNANDEZ SERVICE CENTER,(787) 896-2368,18.3331,-66.9891,500 AVE  AMERITO ESTRADA RIVERA
COLMADO CAFETIN LA PALOMA,(787) 762-1700,18.4195,-65.9824,EDUARDO J SALDANA J 28 RAMON QUIÑONEZ
TEXACO SIERRA BAYAMON #2,(787) 780-3912,18.4047,-66.1605,AVE  WESTMAIN # 500 ESQ  AVE  COMERIO
COLMADO NUEVO,(787) 834-1614,18.1793,-67.1398,BOX  320 VILLA GERENA RIO HONDO
LA NUEVA SEVILLA  INC.,(787) 790-1477,18.3651,-66.0975,CARR 838 KM 1.7 PLAZA ALEJANDRINO
COTTO LAUREL SERVICE STATION,(787) 344-3541,18.0258,-66.333,CARR  14 BO COTTO LAUREL
COLMADO CAFETERIA FREDDY,(787) 747-1841,18.2811,-66.0414,CARR  798 H 0.9 BO  RIO CANAS
COLMADO JOSE LUIS,(787) 747-0902,18.1993,-66.0205,CARR  788 KM  3.6 BO TOMAS DE CASTRO
BARALT SERVICE STATION,(787) 860-1761,18.3402,-65.6606,AVE PRINCIPAL FINAL URB BARALT
FARMACIA SIEMPREABIERTA,(787) 764-3360,18.4129,-66.0666,370 DOMENECH
EXTRA COLMADO CINTRON,(787) 869-0195,18.3021,-66.2145,CARR.164 KM. 0.3 BO  NUEVO NARANJITO
FARMACIA PLAZA #7,(787) 785-0085,18.3994,-66.1556,11 CALLE DEGETAU ESQUINA DR VEVE
BRISAS DEL MAR SELF SERVICE,(787) 889-5998,18.3707,-65.722,URB BRISAS DEL MAR EQ6 CALLE ACCESO
ALTOZANO SELF SERVICE,(787) 896-3366,18.1825,-67.0117,CARR  109 KM 24.0 BO  ALTOZANO
PANIFICADORA DEL SUR  INC.,(787) 835-3445,18.0251,-66.7937,CARR 127 CALLE LUIS MUÑOZ RIVERA # 268 CENTRO COMM  SANTA EL
LOS CHATOS,(787) 762-1055,18.3824,-66.0045,CALLE 849   KM 0 HM 8 BO  SANTO DOMINGO
KRIZZIA DRUG,(787) 895-0461,18.4587,-66.9201,CARR. #2 KM. 98.7 BO. COCOS
COQUI PIZZA,(787) 853-4684,17.9745,-66.2276,53 CALLE BARBOSA BO  COQUI AGUIRRE 704
PANADERIA ERIC,(787) 891-9315,18.4451,-67.1495,SEVERIANO CUEVAS #17
LA TIENDA,(787) 750-2843,18.3483,-65.9338,BO  SANTA CRUZ CARR  859 KM 3.1
CAFETERIA EL FLAMBOYAN,(787) 889-2928,18.3804,-65.7217,CALLE 193 ESQ  CALLE A VILOMAR
FARMACIA PLAZA 1,(787) 785-0366,18.394,-66.1578,CALLE DR. VEVE 76
SAVE WAY,(787) 891-0030,18.4495,-67.1507,CARR. 107 KM. 0.7
COLMADO BAR EL RINCON CRIOLLO,(787) 457-7205,18.1688,-66.1863,BO RABANAL 123  PARCELAS LA MILAGROSA
FARMACIA CENTRAL,(787) 872-2630,18.501,-67.0226,100 CALLE ROMAN
LA ESQUINA FAMOSA,(787) 881-2543,18.4298,-66.6713,CARR 657 KM 1.2 BO ARENALES
TEXACO LAS LOMAS,(787) 792-1790,18.3991,-66.0978,URB SUMMIT HILLS AVE  CENTRAL ESQ SAN PATRICIO
NAGUABO LIQUOR STORE,(787) 874-4005,18.2117,-65.737,34 CALLE MUNOZ RIVERA
PANADERIA REP. LA PROVIDENCIA,(787) 251-8506,18.3953,-66.2129,CARR. 819 KM 1.0 BO.CANDELARIA
REPOSTERIA L.A. RIVERA,(787) 821-0379,17.9691,-66.9326,LAJAS ROAD NO 014 KM 1.8 BO. ENSENADA
L M Z INC TOTAL,(787) 732-1737,18.2716,-66.0962,CARR 173 KM 3 BO JAGUEYES
CAFETERIA LA NUEVA AURORA,(787) 896-3180,18.3361,-66.9915,CALLE RUIZ BELVIS #265 SAN SEBASTIAN
FARMACIA ELDA,(787) 884-4449,18.4397,-66.4448,CARR 2 KM. 44.5 BO CANTERA
PANADERIA   LAS  DELICIAS,(787) 264-2650,18.1071,-67.0515,CARR 119 KM .8 BARRIO CAIN BAJO
MANUEL ROSA & HIJOS  INC,(787) 898-6003,18.4648,-66.8103,CARR. 130 KM 3.2 BO. CAPAEZ
QUILES'S BAKERY,(787) 867-0124,18.1984,-66.4047,CARR. 155 KM. 22.3 BO. SALTOS
SUPER ESTACION CARDONA,(787) 868-0644,18.3766,-67.178,CARR 416 KM. 0.9 BO ASOMANTE
ESTRELLA SERVICE STATION,(787) 747-1340,18.2388,-66.02,CARR. 189 KM 2.0
GEORGIES & REINIS DONUTS,(787) 869-0957,18.2498,-66.2855,CARR.152 KM 10.8 BO. CEDRO ARRIBA
JUPITER SUPER STORE INC.,(787) 268-0848,18.4469,-66.0382,URB ATLANTIC VIEW 182 CALLE JUPITER
COLMADO MELENDEZ,(787) 788-4629,18.4364,-66.1439,CALLE CUCHARILLAS  203 INT BO. PALMAS
FARMACIA LA AURORA,(787) 856-0023,18.0493,-66.8517,CARR. 128 KM. 3.3 BO  DIEGO HERNANDEZ
COLMADO CAFETIN CIBAO,(787) 727-7286,18.4403,-66.0526,URB MONTE FLORES 2075 AVE I
COLMADO RIVERA,(787) 290-2071,18.0734,-66.4014,BO GUARAGUAO CARR 123 KM 24.4
COLMADO CHENGO,(787) 856-5422,18.052,-66.8529,BO. DIEGO HERNANDEZ KM. 372 HM. 04
LA BARRIADA BAKERY & MINI MARKET,(787) 267-2477,18.04,-66.8607,URB. REPARTO ESPERANZA O-5 CALLE CARLOS QUIÑONEZ
COLMADO LOS HERMANOS,(787) 736-6699,18.16706,-65.95305,CARR 916 KM3 BO CERRO GORDO
BRISAS MINI MARKET,(787) 885-0576,18.2702,-65.6398,URB BRISAS DE CEIBA CALLE 1 MUNICIPIO A53
COLMADO REAL,(787) 851-2720,18.076,-67.1891,URB PUERTO REAL CASA 1 CALLE 12
SUPER FARMACIA DERKES  INC.,(787) 864-2112,17.9848,-66.115,28 CALLE DERKES
FARMACIA FERRARI,(787) 891-0007,18.4297,-67.1542,"AVE SAN CARLOS ESQ, JESUS T PIÑEIRO"
J.J. MINI MARKET,(787) 742-0310,18.3024,-65.3017,20 CALLE PEDRO MARQUEZ
EXPRESS MARKET,(787) 274-1191,18.4268,-66.0589,POPULAR CENTER LOCAL 6 HATO REY
MEDINAS BAR & SUPERMARKET,(787) 887-8462,18.3312,-65.858,BO GUZMAN KM 7.9 CARR 956 INT
MATOS LIQUOR STORE,(787) 841-1699,18.0107,-66.364,58 CALLE GUADALUPE ESQ VIRTUD
MICHAEL S BAKERY,(787) 868-1990,18.3712,-67.1647,CARR 417 KM 2.5 BO. MAL PASO
COLMADO AQUI ME QUEDO,(787) 897-0508,18.2188,-66.9011,CARR. 431 KM.2 HM.7 BO. RIO PIETRO
MAGNOLIA SHELL,(787) 785-5706,18.3799,-66.1692,AVE  MAGNOLIA ESQUINA  CALLE 3 #1000
"LAREAJO, INC.",(787) 744-2888,18.2328,-66.0492,SALIDA HACIA AGUAS BUENAS CARR.156  KM.59.0
FARMACIA MARLENE,(787) 784-4728,18.4163,-66.2009,CARRETERA 866 KM 1.1 BARRIO CANDELARIA
SUPER NUEVO REGIONAL,(787) 602-5969,18.3748,-65.786,CARRETERA 955 KM 28.2 BARRIO CAROLA
PARIS MINI MARKET,(787) 831-6138,18.2053,-67.1349,CALLE CRUZ ROJA 114 BARRIO PARIS
BIG SAVE  PHARMACY,(787) 740-8065,18.4055,-66.1684,AVE. WEST MAIN 51 #30 URB. SIERRA BAYAMON
FARMACIA ARLEEN,(787) 746-5952,18.2155,-66.0496,CARR 172  3RA SECCION VILLA DEL REY ESQ ASTURIAS
EXEL SERVICE STATION,(787) 266-3511,18.1722,-65.8803,CARR 3 KM 88.9 BO AGUACATE
COLMADO MORALES,(787) 738-1939,18.1063,-66.1683,AVE. ROBERTO DIAZ #150 AVE. ROBERTO DIAZ
VALENCIA MINI MARKET,(787) 762-6508,18.416,-66.0404,BELMONTE 527 URB. VALENCIA
COL. MINI CAF. PUERTO RICO,(787) 727-7761,18.4435,-66.0482,AVE. PUERTO RICO (GILBERTO MONROIG) 2152 VILLA PALMERAS SANT
FARMACIA REY 1,(787) 761-4205,18.3722,-66.0414,CARR 845 CENTRO COMERCIAL LITHEDA ESQ. 107
LOS COCOS,(787) 873-6077,18.0799,-66.9754,AVE. 5 DE DICIEMBRE CARR. 102 INT 363 SECT. LA MAQUINA BO. S
GALICIA SHELL SERVICES,(787) 768-3515,18.4195,-65.9767,AVE. CAMPO RICO FINAL ESQ CALLE 122 ESQ. JARDINES DE COUNTRY
GARAJE OQUENDO,(787) 828-2560,18.215,-66.6167,CARRETERA 144 KM 1.8 BARRIO JAYUYA ABAJO
"FARMACIA BELMONTE, INC.",(787) 831-2212,18.1877,-67.1426,345 SUR CALLE RAMON EMETERIO BETANCES CENTRO COMERCIAL BELMO
SANTOS TEXACO SERVICE STATION,(787) 852-0230,18.1491,-65.8189,CARRETERA #3 K.M. 8.2 ENTRADA AL PUEBLO
MINGOS PLACES,(787) 738-1392,18.1452,-66.1109,BO BEATRIZ CARR 1 KM 51.6
CEIBA SERVICE STATION,(787) 848-6181,18.0051,-66.3633,#54 CALLE COMERCIO
FARMACIA GLAMAR #2,(787) 858-0052,18.3358,-66.4686,AVE FELISA RINCON DE GAUTIER JJ   1 URB SAN DEMETRIO PLAYA
LAS DELICIAS BAKERY,(787) 738-2004,18.1166,-66.1729,311 JOSE DE DIEGO
MORALES MINI MARKET,(787) 747-1312,18.3009,-66.0436,CARRETERA 175 KM.1.1 BARRIO SAN ANTONIO
ESR SERVICE STATION,(787) 852-2499,18.1239,-65.82,CARRETERA 3 KM 83.9 BO CATAÑO
SUPERMERCADO ECONO FACUNDO,(787) 756-7474,18.4246,-66.0506,AVE ROOSEVELT- CALLE AMERICA FLORAL PARK HATO REY
COLMADO ARROYO,(787) 786-1107,18.3727,-66.16,CALLE 38 ESQ. 45 AC-32 SANTA JUANITA
YAUREL MINI MARKET,(787) 839-1397,18.0207,-66.0533,SECTOR SANTA CLARA PARCELA 132 A
PANADERIA LA FAVORITA,(787) 868-2022,18.3784,-67.193,CALLE ESTACION FINAL ESQ. DESVIO SUR
COLMADO GONZALEZ,(787) 895-5598,18.4614,-66.912,CARR. 484 KM. 1.0 BO. COCO
PANADERIA LOS PRIMOS,(787) 251-2085,18.3942,-66.2007,CARR  863 KM 1.8 BO. PAJAROS
MINI COLMADO EL COMANDANTE,(787) 769-0371,18.4131,-65.9923,AVE. COMANDANTE PQ-18 COUNTRY CLUB
COLMADO Y CAFETERIA TORRES,(787) 817-4803,18.4631,-66.7244,PARCELAS RODRIGUEZ OLMO CALLE B # 55
COLMADO LA DILIGENCIA,(787) 266-1968,18.1012,-65.9074,CARRETERA 902 RAMAL 9902 KM 1.2 JACANA PIEDRA BLANCA
TEXACO VILLA GRANADA,(787) 767-6387,18.3981,-66.0317,AVENIDA DE DIEGO ESQ. EXPRESO DE TRUJILLO  RIO PIEDRA S
MUCHO MAS,(787) 743-5332,18.2403,-66.011,CARR. 189 KM 2.8 PLAZA TURABO
PANADERIA GENESIS,(787) 797-1888,18.3717,-66.215,CARR. 861 KM 5.6 BO PIÑAS
MEDINA SERVICE STATION,(787) 735-1030,18.1187,-66.2555,CARRETERA 162 KM 5.1 BO. PASTO
LA FRANCAISE  BAKERY,(787) 746-5350,18.2377,-66.0334,CALLE PARADISE C-9
CONTINENTAL GASOLINE RETAILERS,(787) 721-0100,18.4491,-66.0822,AVE LAS PALMAS ESQ. HOARE SANTURCE
FARMACIA VILLA CARMEN,(787) 743-3365,18.213,-66.0392,AVE. LUIS MUÑOZ MARIN Q-48
COLMADO LA PLACITA,(787) 256-3778,18.3909,-65.9195,CALLE PRINCIPAL #150 CARR 874 BO. LA CENTRAL
PANADERIA MALLORCA,(787) 754-7218,18.4005,-66.0746,AVE. AMERICO MIRANDA 1001 PUERTO NUEVO
BANK FAIR,(787) 622-6901,18.425,-66.0583,AVE MUÑOZ RIVERA 268 WESTERN BANK PLAZA
EL NUEVO SON DE LA LOMA,(787) 762-4062,18.3048,-65.9293,CARRETERA 856 RAMAL 8856 KM 1.8 SECTOR ELISEO PAGAN BARRAZAS
FARMACIA PLAZA 9,(787) 730-5660,18.3659,-66.1722,AVE. LAS CUMBRES X -1 ROYAL TOWN
RS FUEL & FOOD SERVICE CENTER,(787) 780-4279,18.3939,-66.1585,AVENIDA  COMERIO CARR 167 SEADMAN SHOPING CENTER
VALLE ALTO SUPERETTE,(787) 840-2672,18.0236,-66.3447,URB VALLE ALTO MARGINAL D-1 1009 CALLE PICACHOF
COLMADO BAR BURGOS,(787) 861-0480,18.012,-65.9306,CARRETERA 759 KM 3.0 BARRIO PALO SECO
PANADERIA LOS COCOS,(787) 895-6932,18.4602,-66.9059,CARRETERA 2 RAMAL 484 KM 0.3 BO COCOS
CAFETERIA SANTIAGO IGLESIAS,(787) 792-7246,18.384,-66.1003,AVE. PAZ GRANELA 1414 SANTIAGO IGLESIAS
SUPER COLMADO SANTOS,(787) 857-2237,18.2084,-66.3387,CARR 770 KM 2.2 BO.  CAÑABON SECTOR LA TORRE
COLMADO TITE,(787) 262-4232,18.4851,-66.8229,CALLE ANICETO CASTRO 515 BARRIADA COLON
COLMADO Y FRUTERA YIYI,(787) 714-4439,18.1949,-66.123,CARR. 172 KM 9.1 SECTOR CENTENEJA
SUPERCOLMADO EL PROGRESO,(787) 736-1306,18.18411,-65.98777,CARR. 181  RAMAL 788  KM 1.7 BO QUEMADOS
SUPERMERCADO EL MEJOR,(787) 257-1440,18.3733,-65.945,CALLE YUNQUESITO C1 LOMAS DE CAROLINA
FARMACIA UNITY,(787) 735-2241,18.1396,-66.2688,CALLE   SAN   JOSE  #51  OESTE
COLMADO MELENDEZ,(787) 875-4257,18.2495,-66.1816,CARR. 781 KM. 4.0 BO. CEDRITO
LAS CROABAS MINI MART,(787) 860-0140,18.3691,-65.6266,CARR 987  KM 6.3 BO CABEZAS LAS CROABAS
PANADERIA LAS VILLAS,(787) 765-8967,18.4048,-66.0201,718 JULIO ANDINO VILLA PRADES
CAMBIO CHEQUE EL ORIGINAL,(787) 887-6921,18.3799,-65.8473,CENTRO COMERCIAL ALT RIO GRAND KK 57
ACANGANAS COFFE SHOP PUB,(787) 733-0605,18.1913,-65.8927,18 CALLE JOSE BARBOSA
FARMACIA PLAZA  #8,(787) 765-8761,18.4129,-66.0679,AVE DOMENECH  #394
LA GRAN PARADA,(787) 862-4581,18.2786,-66.393,CARR 155 KM. 36.6 BO PERCHAS
TOTAL GASOLINERA,(787) 774-9544,18.232,-66.0623,MARGINAL AVE MARTINEZ NADAL KM 2.0
PLAYA BAKERY,(787) 824-7348,17.9607,-66.298,BO PLAYA 51 CALLE A
BAR REST. LAS MARIES,(787) 505-7344,18.2305,-65.9991,CARR 931 KM 5 HM 2 BO NAVARRO
ATENAS SERVICE STATION,(787) 854-3755,18.4326,-66.4779,CARR 2 KM 43.1 URB ATENAS
GARAGE GULF HOSTOS,(787) 259-1569,18.0003,-66.3653,1155 AVE HOSTOS
SM DE LA CRUZ,(787) 738-3059,18.1135,-66.1643,150 ESTE CALLE JOSE DE DIEGO
PANADERIA YESENIA,(787) 252-4025,18.3328,-67.1713,CARRETERA 416 KM 6.5 BO LAGUNAS
MINI MARKET Y MAS,(787) 850-6089,18.1857,-65.8133,PARCELAS NUEVAS DE ANTON RUIZ CALLE CEDRO 436
MENDEZ VIGO TEXACO SERV. STA.,(787) 832-6278,18.2061,-67.1484,MENDEZ VIGO OESTE 190
EL FOGON,(787) 269-1779,18.3736,-66.1508,AVENIDA LAUREL 3A-18 LOMAS VERDES
COL BAR LA REFORMA,(787) 862-2206,18.3606,-66.4128,CARR 634 KM 3.2 BO FRANQUEZ
BAR Y RESTAURANT 4 CALLES,(787) 249-7550,18.3082,-66.4093,CARR.155 INT. 617 Y 618 MOROVIS SUR
MARCHIQUITA GULF,(787) 854-2362,18.4474,-66.4986,"CARR. 685, INT. 616, KM. 2"
FARMACIA ANA INC.,(787) 733-2671,18.184,-65.8703,165 CALLE JOSE C. BARBOSA
COLMADO EL MANGOTIN,(787) 872-9192,18.4995,-67.0125,CALLE GIRASOL #14 URB. CORCHADO
FARMACIA EL EDEN,(787) 882-2000,18.4533,-67.0813,CARR 110 KM 22.7 BO. CEIBA BAJA
SANDWICH MANIA,(787) 895-2295,18.472,-66.9381,CALLE JOSE LINARES 98
PANADERIA ELEMAR,(787) 826-7065,18.2865,-67.1352,104 CALLE DAGUEY
ECONO LOS GALLEGOS,(787) 762-8605,18.3965,-65.9614,AVE. CENTRAL  BOULEVARD 3ER EXT VILLA CA CENTRO COMERCIAL
LOS NUEVOS CAYAYOS,(787) 835-1804,17.9965,-66.8127,CARR 335 KM 9.5 BO INDIOS
PROFESSIONAL DRUG,(787) 870-2935,18.4686,-66.3377,CARR 165 KM 11.4 URB SAN FERNANDO
COLMADO MIKE (TIERRAS NUEVAS),(787) 884-4138,18.4474,-66.4997,CARR  616  KM  0.1 BO TIERRAS NUEVAS
COLMADO EL CRUCE,(787) 602-0715,18.2139,-65.8184,BO PEÑA POBRE CARR 31 KM 13.2 INT 924
EL RECUERDO,(787) 881-3120,18.4614,-66.6358,BARRIO FACTOR # 2 CARR 652 KM. 10.4
TU FARMACIA FAMILIAR,(787) 861-0348,18.0065,-65.8992,17 CALLE ANTONIO R BARCELO
FARMACIA JENNY,(787) 829-2480,18.1628,-66.7236,CALLE MUÑOZ RIVERA ESQ. SAN JOAQUIN EDIF FIGUEROA
PANADERIA LA NUEVA AVENTURA,(787) 877-1075,18.3431,-67.06,CARR 420 KM4.4 BO PLATA
COLMADO CAFETIN MI FUTURO,(787) 894-1264,18.277,-66.7289,CARR 111 KM3 H 9 CAGUANA
COLMADO FIGUEROA,(787) 840-5726,18.0042,-66.3729,8 CALLE COTO CANAS CARR 638 HACIA GUAYANILLA
CAFE JAYUYA,(787) 828-6414,18.2185,-66.5939,CALLE VICENS ESQ. FIGUEROA # 2
COLMADO PINTADO,(787) 799-0210,18.3466,-66.1743,CARR. # 830 KM 2.3 BO CERRO GORDO
COLMADO LA LOMITA,(787) 837-2294,18.038,-66.4932,CARR PRINCIPAL  510  EDF 1 BO PIEDRA AGUZA
PANADERIA EL  NUEVO GUAYABAL,(787) 896-8176,18.3364,-66.9897,CALLE 25 DE JULIO #16
COOP.GAS. Y SERV. BUENA VISTA (SHELL),(787) 797-4448,18.2043,-66.1138,BO BUENA VISTA CARR 167 KM 15.1
FARMACIA LASALLE,(787) 895-1001,18.4608,-66.9361,CARR. 113 KM 11.6 BO. CACAO
JRF CASH & CARRY I,(787) 861-2440,18.0097,-65.8969,URB. CALIMANO  C-1
PANADERIA LA VARIANTE,(787) 826-1681,18.2993,-67.1636,BO. CARACOL CARR 402 KM 4.4
COLMADO TEN CON TEN,(787) 883-6642,18.4052,-66.3005,PARCELA 39 CARR 679 BO. ESPINOSA CUILAN
COLMADO CORIANO,(787) 805-6687,18.198,-67.1264,388 CALLE SAN IGNACIO BO BROADWAY
WILMAR SERVICE STATION INC.,(787) 839-5502,17.995,-66.0541,CARR. # 3 KM 125 HM 6 BO OBEN
JJ SERVICE STATION,(787) 875-2462,18.2391,-66.2679,CARR 779 KM 8.8 BO PALOMAS
EL 10MO. INNING CAFE,(787) 893-3236,18.0449,-65.8721,99 URB MENDEZ
GARAGE LEBRON,(787) 834-9645,18.1694,-67.1299,CARR 348 KM 3.5 NUM 2835 BO MALEZAS
SUPERMERCADO EL MAGNIFICO,(787) 836-4667,18.0654,-66.7523,CALLE MUÑOZ RIVERA 91 BO SANTO DOMINGO
SHAQUI'S MINI MARKET,(787) 747-9647,18.1775,-66.054,CARR 763 KM 0.4 BO BORINQUEN
BACEDERI MINI MARKET,(787) 851-8530,18.0885,-67.1582,URB SIERRA LINDA CALLE RAFAEL HERNANDEZ A 1
JARDINES SERVICE STATION,(787) 839-3837,17.9762,-66.0689,CARR 178 KM 2.0 BO. GUASIMAS
TEXACO LA PARGUERA,(787) 899-2860,18.0068,-67.0495,CARR 116 KM 5.4 BO SABANA YEGUAS
PANADERIA SEVILLANA,(787) 562-6305,18.3736,-65.9013,CENTRO COMERCIAL RIAL CARR 185 KM 9
R&F GULF STATION,(787) 846-6235,18.4312,-66.5651,CARR. # 2 KM 58.5 INT 140 CRUCE DAVILA
COL. LIQUOR STORE LOS SEDA,(787) 792-7209,18.4337,-66.1161,CALLE JOSE CELSO BARBOSA   #9 B BARIO AMELIA
FARMACIA BELMONTE INC.,(787) 851-1500,18.0883,-67.1551,CENTRO PROFESIONAL BORINQUEN CARR 102 URB. BORINQUEN
FARMACIA TU FAVORITA,(787) 538-6789,18.0865,-67.1458,59  CALLE  MUÑOZ RIVERA
TEXACO LA RAMBLA,(787) 840-0991,18.0142,-66.3557,CARR 14 KM 3.2 AVE TITO CASTRO
SUPERMERCADO MORALES,(787) 741-2251,18.1497,-65.4429,CALLE BALDORIOTY #15
DEL VALLE E HIJOS,(787) 997-0545,18.4221,-67.1541,127  CALLE PROGRESO
FARMACIA SAN ANTONIO,(787) 868-2805,18.3764,-67.1866,AVE NATIVO ALERS  DESVIO SUR FRENTE COMERCIAL GONZALEZ
SUPERMERCADO MI FAMILIA,(787) 874-4090,18.21,-65.7348,CALLE  BALDORIOTY # 7
PANADERIA LAS DELICIAS,(787) 877-7598,18.3794,-67.1158,CARR 110 KM 11.5 SECTOR CRUZ ISLETA
FARMACIA GLORIEL,(787) 832-2432,18.2038,-67.1407,50 NORTE CALLE POST
SUPERMERCADO ECONO RINCON,(787) 823-2470,18.3356,-67.2526,CARR 115 KM 13.2 BO. PUEBLO
SUPERMERCADO NORIEGA,(787) 827-3349,18.2515,-66.9891,"3 CALLE FORTUNATO, JORGE Y CORONA CARR. 124 KM 0.1"
BARINAS  SERVICE STATION,(787) 856-0229,18.0197,-66.8435,CARR 335 KM 1.7 BO BARINAS
PANADERIA LA MONSERRATE,(787) 818-3916,18.398,-67.1195,CARR. 111 KM 3.5
BIG KMART AVE ESMERALDA,(787) 287-9740,18.3684,-66.1107,CARR 20 AVE ESMERALDA AVE LOPATEGUI
BIG KMART MONTEHIEDRA,(787) 720-5377,18.3402,-66.0697,9410 AVE LOS ROMEROS MONTEHIEDRA TOWN CENTER
BIG KMART RIO HONDO,(787) 795-4949,18.4228,-66.1592,PLAZA RIO HONDO  CARR 167 DE DIEGO EXPRESSWAY
BIG KMART VEGA ALTA,(787) 883-8300,18.4109,-66.3197,CARR 2 KM 29.7 CENTRO GRAN CARIBE
BIG KMART AGUADILLA,(787) 882-5298,18.4269,-67.1481,CARR. 2 KM 126.5
BIG KMART PONCE,(787) 812-1610,17.999223,-66.636361,2643 PONCE BY PASS CARR # 2
BIG KMART YAUCO,(787) 267-6600,18.0277,-66.8518,CARR. 128 INT CARR. 2 KM 0.5 601 YAUCO PLAZA
BIG KMART ARECIBO,(787) 879-3550,18.478,-66.7558,CARR. #2 KM 80.2 PLAZA DEL ATLANTICO
BIG KMART SAN GERMAN,(787) 892-0000,18.0902,-67.0307,CARR # 2 AVE CASTRO PEREZ PLAZA DEL OESTE
BIG KMART MAYAGUEZ,(787) 265-4500,18.2426,-67.163,CARR. # 2 KM 149.5 CENTRO COMERCIAL WESTERN  PLAZA
BIG KMART GUAYAMA,(787) 864-3800,17.9806,-66.0997,CARR # 3 PLAZA GUAYAMA
BIG KMART JUANA DIAZ,(787) 837-1410,18.0464,-66.5089,CARR. 149 INT. CARR. 584 CENTRO COMERCIAL PLAZA JUANA DIAZ
BIG KMART PLAZA LAS AMERICAS,(787) 282-2280,18.426,-66.0759,CALLE CALAF 525 PLAZA LAS AMERICAS
BIG KMART CAROLINA,(787) 768-2677,18.376,-65.9229,LOS COLOBOS SHOPPING CENTER AVE 65TH INFANTERIA
BIG KMART FAJARDO,(787) 863-6262,18.329,-65.6576,EASTERN REGIONAL SHOPPING CENTER  CARR. #3
BIG KMART CAYEY,(787) 263-5940,18.1181,-66.1409,CARR # 1 KM 56.2
BIG KMART LAS CATALINAS MALL,(787) 745-6305,18.2356,-66.041,CALLE BETANCES 400 CARR 156 KM 34.4 LAS CATALINAS MALL
BIG KMART TRUJILLO ALTO,(787) 755-7025,18.3698,-66.0177,200 CARR 181 TRUJILLO ALTO PLAZA SHOOPING CENTER
BIG KMART EL SEÑORIAL,(787) 764-2010,18.3698,-66.0678,EL SEÑORIAL PLAZA AVE WINSTON CHURCHILL ESQ. PARANA
BIG KMART SAN PATRICIO PLAZA,(787) 792-4870,18.2442,-66.0622,SAN PATRICIO PLAZA CAPARRA HEIGHTS
BARRITA MANOLO,(787) 847-4342,18.1274,-66.4922,33 MUÑOZ RIVERA
COCO SUPERMARKET,(787) 727-8552,18.4378,-66.0579,AVE  BORINQUEN #1965 BO OBRERO          SANTURCE
PUMA GAS STATION,(787) 748-2430,18.3779,-66.0258,CARR. 846 KM. 0.2 CIUDAD UNIVERSITARIA BO. LAS CUEVAS
TEXACO CAIMITO,(787) 789-2970,18.3383,-66.0783,CARR 842 KM 2.8 CAIMITO
FARMACIA LUMA,(787) 722-0334,18.4657,-66.1149,255 CALLE SAN FRANCISCO VIEJO SAN JUAN
TU CASITA PICU R/E,(787) 846-0172,18.4213,-66.5711,CALLE NUEVA NUMERO 2 CARRETERA 140
SUPERMERCADO MI FAMILIA,(787) 780-1730,18.379,-66.1565,CALLE PETREA M 40 LOMAS VERDES
SUPERMERCADO ESTANCIAS,(787) 798-5545,18.4086,-66.1589,AVE. COMERO #11 ESQUINA CALLE  80 BLOQ. 94 SIERRA BAYAMON
LLEGO PAPA,(787) 252-1722,18.3268,-67.1551,CARR 419  KM 0.6 BO NARANJOS
YONSUE GAS STATION,(787) 818-1695,18.3727,-67.0774,CARR 111 KM 9.0 BO VOLADORAS
PROFESSIONAL DRUG BREÑAS,(787) 883-4295,18.4686,-66.3377,CARR 693 ESQ CALLE 7 BO BREÑAS
CENTRO DE JUGUETES Y ALGO MAS,(787) 891-5460,18.4766,-67.1519,BO BORINQUEN CARR 107  KM 3.5
MONCHE CASH & CARRY,(787) 848-2025,18.025,-66.3303,CALLE LA ESMERALDA ESQ. LAS CASAS SECTOR LLANOS DEL SUR
RIOLLANO SERVICE STATION,(787) 820-4559,18.482,-66.8272,CARR 2 KM 88.2 BO PUEBLO
ORTIZ SHELL SERVICE STATION,(787) 869-6497,18.286,-66.2652,CEDRO ABAJO CARR 152 KM 17.1
PANADERIA EL NUEVO MOLINO,(787) 895-3619,18.4689,-66.9383,CARR 113 KM 11.6 BO CACAO
LOS JARDINES SUPERETTE,(787) 844-1734,18.0235,-66.3527,URB GLENVIEW GARDEN I12 MARGINAL
PUMA LEVITTOWN,(787) 784-4905,18.4392,-66.1656,CARR. 167 AVE COMERIO LEVITTOWN
EL LAURELL SUPERETTE,(787) 840-7396,18.0315,-66.3247,BO. REAL ANON COM. EL LAUREL CALLE 2 B-10
COLMADO MI BARRIO,(787) 733-4350,18.1984,-65.8877,CARR. 198 KM 9.6 BO. CEIBA SUR SECTOR GUARDA RAYA
TOLY'S LIQUOR STORE,(787) 874-9066,18.2159,-65.8239,CARR.31 KM 13.8 BO PEÑA POBRE
MERCADO TEXACO SERVICE STATION,(787) 264-3448,18.1049,-67.0496,BO CAIN BAJO CARR 119 KM 0.5
